x,t,S_0,V_0,E_0,I_0,R_0,S,V,E,I,R
1.6,18,0.232946762,0.027086833,0,0.00309219,0,0.08810598,0.025380589,0.010723531,0.018489333,0.024071956
1.7,18,0.196850113,0.022889548,0,0.002223049,0,0.076860319,0.022070729,0.00523422,0.009498476,0.013557269
1.8,18,0.164658094,0.01914629,0,0.001566556,0,0.065455622,0.018762112,0.002498255,0.004785822,0.007576033
1.9,18,0.13633235,0.015852599,0,0.001082074,0,0.05474025,0.015674985,0.00117271,0.002375489,0.004215308
2,18,0.111733443,0.012992261,0,0.000732626,0,0.045112024,0.012910782,0.00054332,0.001164947,0.0023409
2.1,18,0.090643333,0.010539922,0,0.000486207,0,0.036708515,0.010502552,0.00024893,0.000565472,0.001299479
2.2,18,0.072787529,0.008463666,0,0.000316282,0,0.029526663,0.008446363,0.000112874,0.00027199,0.000721656
2.3,18,0.057855747,0.006727412,0,0.00020167,0,0.02349109,0.006719216,5.06E-05,0.00012973,0.000400978
2.4,18,0.045520232,0.00529305,0,0.000126044,0,0.018491869,0.005289009,2.25E-05,6.14E-05,0.000222816
2.5,18,0.035451192,0.004122232,0,7.72E-05,0,0.014405498,0.004120118,9.85E-06,2.88E-05,0.000123707
2.6,18,0.02732912,0.003177805,0,4.64E-05,0,0.011106823,0.003176615,4.26E-06,1.35E-05,6.85E-05
2.7,18,0.020853976,0.002424881,0,2.73E-05,0,0.00847598,0.002424158,1.81E-06,6.27E-06,3.78E-05
2.8,18,0.015751449,0.001831564,0,1.57E-05,0,0.006402385,0.001831095,7.60E-07,2.95E-06,2.09E-05
2.9,18,0.011776618,0.001369374,0,8.91E-06,0,0.00478688,0.001369054,3.24E-07,1.51E-06,1.19E-05
3,18,0.008715436,0.001013423,0,4.94E-06,0,0.003542622,0.001013194,1.73E-07,1.07E-06,8.69E-06
-3,24,0.008715436,0.001013423,0,4.94E-06,0,0.002624251,0.001013121,1.85E-07,9.65E-07,9.74E-06
-2.9,24,0.011776618,0.001369374,0,8.91E-06,0,0.003545948,0.001368954,3.50E-07,1.42E-06,1.35E-05
-2.8,24,0.015751449,0.001831564,0,1.57E-05,0,0.004742634,0.001830954,8.29E-07,2.97E-06,2.40E-05
-2.7,24,0.020853976,0.002424881,0,2.73E-05,0,0.006278597,0.002423946,2.01E-06,6.73E-06,4.49E-05
-2.6,24,0.02732912,0.003177805,0,4.64E-05,0,0.008227182,0.003176261,4.85E-06,1.53E-05,8.45E-05
-2.5,24,0.035451192,0.004122232,0,7.72E-05,0,0.010669997,0.004119444,1.15E-05,3.47E-05,0.000159312
-2.4,24,0.045520232,0.00529305,0,0.000126044,0,0.013694987,0.005287539,2.73E-05,7.79E-05,0.000301705
-2.3,24,0.057855747,0.006727412,0,0.00020167,0,0.017392569,0.006715675,6.40E-05,0.000173955,0.000574223
-2.2,24,0.072787529,0.008463666,0,0.000316282,0,0.02184817,0.008437367,0.000149304,0.000386223,0.001098913
-2.1,24,0.090643333,0.010539922,0,0.000486207,0,0.027127486,0.010479242,0.000346566,0.000852513,0.002114279
-2,24,0.111733443,0.012992261,0,0.000732626,0,0.033246537,0.012850433,0.000799932,0.001869358,0.004085763
-1.9,24,0.13633235,0.015852599,0,0.001082074,0,0.040110132,0.015520877,0.001831966,0.004063861,0.007915589
-1.8,24,0.164658094,0.01914629,0,0.001566556,0,0.047389482,0.018378065,0.004143553,0.008724402,0.01532658
-1.7,24,0.196850113,0.022889548,0,0.002223049,0,0.054303379,0.021148787,0.009179067,0.018371238,0.0295169
-1.6,24,0.232946762,0.027086833,0,0.00309219,0,0.059322813,0.023289118,0.019642169,0.037539548,0.056136487
-1.5,24,0.272863919,0.031728363,0,0.004215969,0,0.060073427,0.023929671,0.039766941,0.073306589,0.104367928
-1.4,24,0.316376319,0.036787944,0,0.005634337,0,0.054191131,0.022135225,0.074184235,0.134270915,0.187238999
-1.3,24,0.363103345,0.042221319,0,0.007380781,0,0.041633269,0.017702215,0.124411772,0.226641113,0.319614049
-1.2,24,0.412500951,0.047965227,0,0.00947711,0,0.026326495,0.011869247,0.185721493,0.349161505,0.513174056
-1.1,24,0.463861238,0.053937353,0,0.011927891,0,0.01360695,0.006630541,0.249894319,0.492506556,0.770971364
-1,24,0.516320815,0.060037304,0,0.014715178,0,0.005884576,0.003151852,0.311511298,0.644836319,1.085880436
-0.9,24,0.568878616,0.066148676,0,0.017794323,0,0.0022245,0.001326045,0.369563666,0.797204201,1.443539429
-0.8,24,0.62042317,0.072142229,0,0.021091697,0,0.000774296,0.000517417,0.424666589,0.944393035,1.826389507
-0.7,24,0.669768673,0.077880078,0,0.024505056,0,0.000261774,0.00019643,0.476934126,1.08320956,2.216300628
-0.6,24,0.715698451,0.08322075,0,0.027907053,0,9.05E-05,7.60E-05,0.52567192,1.211022553,2.595749936
-0.5,24,0.757013713,0.08802485,0,0.031152031,0,3.36E-05,3.13E-05,0.569739832,1.325203116,2.948349621
-0.4,24,0.792584985,0.092161045,0,0.034085752,0,1.40E-05,1.43E-05,0.607882398,1.423105873,3.25923414
-0.3,24,0.821403138,0.095511993,0,0.036557247,0,6.83E-06,7.46E-06,0.638919585,1.502235617,3.515462561
-0.2,24,0.84262686,0.097979867,0,0.038431578,0,3.99E-06,4.60E-06,0.661851958,1.560436746,3.706432201
-0.1,24,0.855623419,0.099491095,0,0.039601993,0,2.87E-06,3.41E-06,0.675924618,1.596052844,3.824259161
0,24,0.86,0.1,0,0.04,0,2.57E-06,3.08E-06,0.680668515,1.608043134,3.864082406
0.1,24,0.855623419,0.099491095,0,0.039601993,0,2.87E-06,3.41E-06,0.675924618,1.596052844,3.824259161
0.2,24,0.84262686,0.097979867,0,0.038431578,0,3.99E-06,4.60E-06,0.661851958,1.560436746,3.706432201
0.3,24,0.821403138,0.095511993,0,0.036557247,0,6.83E-06,7.46E-06,0.638919585,1.502235617,3.515462561
0.4,24,0.792584985,0.092161045,0,0.034085752,0,1.40E-05,1.43E-05,0.607882398,1.423105873,3.25923414
0.5,24,0.757013713,0.08802485,0,0.031152031,0,3.36E-05,3.13E-05,0.569739832,1.325203116,2.948349621
0.6,24,0.715698451,0.08322075,0,0.027907053,0,9.05E-05,7.60E-05,0.52567192,1.211022553,2.595749936
0.7,24,0.669768673,0.077880078,0,0.024505056,0,0.000261774,0.00019643,0.476934126,1.08320956,2.216300628
0.8,24,0.62042317,0.072142229,0,0.021091697,0,0.000774296,0.000517417,0.424666589,0.944393035,1.826389507
0.9,24,0.568878616,0.066148676,0,0.017794323,0,0.0022245,0.001326045,0.369563666,0.797204201,1.443539429
1,24,0.516320815,0.060037304,0,0.014715178,0,0.005884576,0.003151852,0.311511298,0.644836319,1.085880436
1.1,24,0.463861238,0.053937353,0,0.011927891,0,0.01360695,0.006630541,0.249894319,0.492506556,0.770971364
1.2,24,0.412500951,0.047965227,0,0.00947711,0,0.026326495,0.011869247,0.185721493,0.349161505,0.513174056
1.3,24,0.363103345,0.042221319,0,0.007380781,0,0.041633269,0.017702215,0.124411772,0.226641113,0.319614049
1.4,24,0.316376319,0.036787944,0,0.005634337,0,0.054191131,0.022135225,0.074184235,0.134270915,0.187238999
1.5,24,0.272863919,0.031728363,0,0.004215969,0,0.060073427,0.023929671,0.039766941,0.073306589,0.104367928
1.6,24,0.232946762,0.027086833,0,0.00309219,0,0.059322813,0.023289118,0.019642169,0.037539548,0.056136487
1.7,24,0.196850113,0.022889548,0,0.002223049,0,0.054303379,0.021148787,0.009179067,0.018371238,0.0295169
1.8,24,0.164658094,0.01914629,0,0.001566556,0,0.047389482,0.018378065,0.004143553,0.008724402,0.01532658
1.9,24,0.13633235,0.015852599,0,0.001082074,0,0.040110132,0.015520877,0.001831966,0.004063861,0.007915589
2,24,0.111733443,0.012992261,0,0.000732626,0,0.033246537,0.012850433,0.000799932,0.001869358,0.004085763
2.1,24,0.090643333,0.010539922,0,0.000486207,0,0.027127486,0.010479242,0.000346566,0.000852513,0.002114279
2.2,24,0.072787529,0.008463666,0,0.000316282,0,0.02184817,0.008437367,0.000149304,0.000386223,0.001098913
2.3,24,0.057855747,0.006727412,0,0.00020167,0,0.017392569,0.006715675,6.40E-05,0.000173955,0.000574223
2.4,24,0.045520232,0.00529305,0,0.000126044,0,0.013694987,0.005287539,2.73E-05,7.79E-05,0.000301705
2.5,24,0.035451192,0.004122232,0,7.72E-05,0,0.010669997,0.004119444,1.15E-05,3.47E-05,0.000159312
2.6,24,0.02732912,0.003177805,0,4.64E-05,0,0.008227182,0.003176261,4.85E-06,1.53E-05,8.45E-05
2.7,24,0.020853976,0.002424881,0,2.73E-05,0,0.006278597,0.002423946,2.01E-06,6.73E-06,4.49E-05
2.8,24,0.015751449,0.001831564,0,1.57E-05,0,0.004742634,0.001830954,8.29E-07,2.97E-06,2.40E-05
2.9,24,0.011776618,0.001369374,0,8.91E-06,0,0.003545948,0.001368954,3.50E-07,1.42E-06,1.35E-05
3,24,0.008715436,0.001013423,0,4.94E-06,0,0.002624251,0.001013121,1.85E-07,9.65E-07,9.74E-06
-3,30,0.008715436,0.001013423,0,4.94E-06,0,0.001943954,0.001013049,1.95E-07,9.81E-07,1.07E-05
-2.9,30,0.011776618,0.001369374,0,8.91E-06,0,0.002626711,0.001368855,3.70E-07,1.48E-06,1.50E-05
-2.8,30,0.015751449,0.001831564,0,1.57E-05,0,0.003513153,0.001830812,8.88E-07,3.21E-06,2.73E-05
-2.7,30,0.020853976,0.002424881,0,2.73E-05,0,0.004650871,0.002423729,2.19E-06,7.53E-06,5.26E-05
-2.6,30,0.02732912,0.003177805,0,4.64E-05,0,0.006094095,0.003175887,5.39E-06,1.78E-05,0.000102735
-2.5,30,0.035451192,0.004122232,0,7.72E-05,0,0.007902983,0.004118691,1.32E-05,4.17E-05,0.000202098
-2.4,30,0.045520232,0.00529305,0,0.000126044,0,0.010141831,0.005285784,3.21E-05,9.76E-05,0.000400999
-2.3,30,0.057855747,0.006727412,0,0.00020167,0,0.0128752,0.006711158,7.81E-05,0.000227571,0.000803073
-2.2,30,0.072787529,0.008463666,0,0.000316282,0,0.016159592,0.008425143,0.00018968,0.000529389,0.001623367
-2.1,30,0.090643333,0.010539922,0,0.000486207,0,0.020025055,0.010445619,0.000460516,0.001228054,0.003309759
-2,30,0.111733443,0.012992261,0,0.000732626,0,0.024433726,0.012758314,0.001115445,0.00283521,0.00679364
-1.9,30,0.13633235,0.015852599,0,0.001082074,0,0.029188293,0.015273268,0.002682952,0.006484616,0.013992143
-1.8,30,0.164658094,0.01914629,0,0.001566556,0,0.033748003,0.017736416,0.006347906,0.014566456,0.028753177
-1.7,30,0.196850113,0.022889548,0,0.002223049,0,0.036944197,0.019587975,0.014523454,0.031676393,0.058419202
-1.6,30,0.232946762,0.027086833,0,0.00309219,0,0.036844453,0.019872163,0.031262675,0.065301913,0.115770661
-1.5,30,0.272863919,0.031728363,0,0.004215969,0,0.031604842,0.017585617,0.06108348,0.124447579,0.21984011
-1.4,30,0.316376319,0.036787944,0,0.005634337,0,0.021827824,0.012791273,0.104967925,0.214504331,0.392622872
-1.3,30,0.363103345,0.042221319,0,0.007380781,0,0.011565353,0.00732196,0.157609561,0.33181192,0.650649838
-1.2,30,0.412500951,0.047965227,0,0.00947711,0,0.004665792,0.003276114,0.212101348,0.465685962,0.997166153
-1.1,30,0.463861238,0.053937353,0,0.011927891,0,0.001479027,0.001178768,0.26578619,0.606232551,1.422065323
-1,30,0.516320815,0.060037304,0,0.014715178,0,0.000388278,0.000357586,0.319179736,0.748051382,1.907612827
-0.9,30,0.568878616,0.066148676,0,0.017794323,0,8.96E-05,9.65E-05,0.372724303,0.888536845,2.433410242
-0.8,30,0.62042317,0.072142229,0,0.021091697,0,1.94E-05,2.45E-05,0.425851908,1.025587112,2.978517699
-0.7,30,0.669768673,0.077880078,0,0.024505056,0,4.18E-06,6.18E-06,0.477363013,1.156693786,3.522074128
-0.6,30,0.715698451,0.08322075,0,0.027907053,0,9.63E-07,1.64E-06,0.525829872,1.278918661,4.043642904
-0.5,30,0.757013713,0.08802485,0,0.031152031,0,2.52E-07,4.83E-07,0.569801971,1.389130349,4.523679464
-0.4,30,0.792584985,0.092161045,0,0.034085752,0,7.98E-08,1.66E-07,0.607909649,1.484254442,4.944129
-0.3,30,0.821403138,0.095511993,0,0.036557247,0,3.19E-08,6.93E-08,0.638933398,1.561485426,5.289077266
-0.2,30,0.84262686,0.097979867,0,0.038431578,0,1.66E-08,3.64E-08,0.661860287,1.618458777,5.545380769
-0.1,30,0.855623419,0.099491095,0,0.039601993,0,1.12E-08,2.45E-08,0.675930717,1.653386288,5.703217803
0,30,0.86,0.1,0,0.04,0,9.78E-09,2.15E-08,0.680674004,1.665154743,5.756515183
0.1,30,0.855623419,0.099491095,0,0.039601993,0,1.12E-08,2.45E-08,0.675930717,1.653386288,5.703217803
0.2,30,0.84262686,0.097979867,0,0.038431578,0,1.66E-08,3.64E-08,0.661860287,1.618458777,5.545380769
0.3,30,0.821403138,0.095511993,0,0.036557247,0,3.19E-08,6.93E-08,0.638933398,1.561485426,5.289077266
0.4,30,0.792584985,0.092161045,0,0.034085752,0,7.98E-08,1.66E-07,0.607909649,1.484254442,4.944129
0.5,30,0.757013713,0.08802485,0,0.031152031,0,2.52E-07,4.83E-07,0.569801971,1.389130349,4.523679464
0.6,30,0.715698451,0.08322075,0,0.027907053,0,9.63E-07,1.64E-06,0.525829872,1.278918661,4.043642904
0.7,30,0.669768673,0.077880078,0,0.024505056,0,4.18E-06,6.18E-06,0.477363013,1.156693786,3.522074128
0.8,30,0.62042317,0.072142229,0,0.021091697,0,1.94E-05,2.45E-05,0.425851908,1.025587112,2.978517699
0.9,30,0.568878616,0.066148676,0,0.017794323,0,8.96E-05,9.65E-05,0.372724303,0.888536845,2.433410242
1,30,0.516320815,0.060037304,0,0.014715178,0,0.000388278,0.000357586,0.319179736,0.748051382,1.907612827
1.1,30,0.463861238,0.053937353,0,0.011927891,0,0.001479027,0.001178768,0.26578619,0.606232551,1.422065323
1.2,30,0.412500951,0.047965227,0,0.00947711,0,0.004665792,0.003276114,0.212101348,0.465685962,0.997166153
1.3,30,0.363103345,0.042221319,0,0.007380781,0,0.011565353,0.00732196,0.157609561,0.33181192,0.650649838
1.4,30,0.316376319,0.036787944,0,0.005634337,0,0.021827824,0.012791273,0.104967925,0.214504331,0.392622872
1.5,30,0.272863919,0.031728363,0,0.004215969,0,0.031604842,0.017585617,0.06108348,0.124447579,0.21984011
1.6,30,0.232946762,0.027086833,0,0.00309219,0,0.036844453,0.019872163,0.031262675,0.065301913,0.115770661
1.7,30,0.196850113,0.022889548,0,0.002223049,0,0.036944197,0.019587975,0.014523454,0.031676393,0.058419202
1.8,30,0.164658094,0.01914629,0,0.001566556,0,0.033748003,0.017736416,0.006347906,0.014566456,0.028753177
1.9,30,0.13633235,0.015852599,0,0.001082074,0,0.029188293,0.015273268,0.002682952,0.006484616,0.013992143
2,30,0.111733443,0.012992261,0,0.000732626,0,0.024433726,0.012758314,0.001115445,0.00283521,0.00679364
2.1,30,0.090643333,0.010539922,0,0.000486207,0,0.020025055,0.010445619,0.000460516,0.001228054,0.003309759
2.2,30,0.072787529,0.008463666,0,0.000316282,0,0.016159592,0.008425143,0.00018968,0.000529389,0.001623367
2.3,30,0.057855747,0.006727412,0,0.00020167,0,0.0128752,0.006711158,7.81E-05,0.000227571,0.000803073
2.4,30,0.045520232,0.00529305,0,0.000126044,0,0.010141831,0.005285784,3.21E-05,9.76E-05,0.000400999
2.5,30,0.035451192,0.004122232,0,7.72E-05,0,0.007902983,0.004118691,1.32E-05,4.17E-05,0.000202098
2.6,30,0.02732912,0.003177805,0,4.64E-05,0,0.006094095,0.003175887,5.39E-06,1.78E-05,0.000102735
2.7,30,0.020853976,0.002424881,0,2.73E-05,0,0.004650871,0.002423729,2.19E-06,7.53E-06,5.26E-05
2.8,30,0.015751449,0.001831564,0,1.57E-05,0,0.003513153,0.001830812,8.88E-07,3.21E-06,2.73E-05
2.9,30,0.011776618,0.001369374,0,8.91E-06,0,0.002626711,0.001368855,3.70E-07,1.48E-06,1.50E-05
3,30,0.008715436,0.001013423,0,4.94E-06,0,0.001943954,0.001013049,1.95E-07,9.81E-07,1.07E-05
-3,36,0.008715436,0.001013423,0,4.94E-06,0,0.001440013,0.001012977,2.04E-07,1.04E-06,1.18E-05
-2.9,36,0.011776618,0.001369374,0,8.91E-06,0,0.001945772,0.001368755,3.88E-07,1.59E-06,1.65E-05
-2.8,36,0.015751449,0.001831564,0,1.57E-05,0,0.002602401,0.001830668,9.39E-07,3.50E-06,3.08E-05
-2.7,36,0.020853976,0.002424881,0,2.73E-05,0,0.003445124,0.002423505,2.36E-06,8.42E-06,6.13E-05
-2.6,36,0.02732912,0.003177805,0,4.64E-05,0,0.004514022,0.00317549,5.91E-06,2.04E-05,0.000123769
-2.5,36,0.035451192,0.004122232,0,7.72E-05,0,0.005853388,0.004117849,1.48E-05,4.94E-05,0.000253008
-2.4,36,0.045520232,0.00529305,0,0.000126044,0,0.007510028,0.005283706,3.70E-05,0.000119608,0.000523544
-2.3,36,0.057855747,0.006727412,0,0.00020167,0,0.009529321,0.0067055,9.28E-05,0.000289535,0.001097027
-2.2,36,0.072787529,0.008463666,0,0.000316282,0,0.011945947,0.008409013,0.000233676,0.000701383,0.002326817
-2.1,36,0.090643333,0.010539922,0,0.000486207,0,0.01476154,0.010399031,0.000590137,0.001697638,0.004988376
-2,36,0.111733443,0.012992261,0,0.000732626,0,0.017890982,0.012624956,0.001489266,0.004086746,0.010776142
-1.9,36,0.13633235,0.015852599,0,0.001082074,0,0.021041448,0.014902831,0.003722945,0.009693427,0.023322267
-1.8,36,0.164658094,0.01914629,0,0.001566556,0,0.02348924,0.016768001,0.009060835,0.022289163,0.05006901
-1.7,36,0.196850113,0.022889548,0,0.002223049,0,0.023872788,0.017320783,0.020836003,0.048501362,0.104981103
-1.6,36,0.232946762,0.027086833,0,0.00309219,0,0.020648137,0.015458224,0.043404151,0.096974558,0.210515197
-1.5,36,0.272863919,0.031728363,0,0.004215969,0,0.013969683,0.011048466,0.078683937,0.17358352,0.394723864
-1.4,36,0.316376319,0.036787944,0,0.005634337,0,0.006900789,0.005943819,0.122786993,0.275630449,0.680826106
-1.3,36,0.363103345,0.042221319,0,0.007380781,0,0.002437339,0.002361981,0.16990939,0.393737547,1.076329564
-1.2,36,0.412500951,0.047965227,0,0.00947711,0,0.00063225,0.000710263,0.218086723,0.519884758,1.572474079
-1.1,36,0.463861238,0.053937353,0,0.011927891,0,0.000127003,0.000169395,0.267980549,0.650450559,2.151487086
-1,36,0.516320815,0.060037304,0,0.014715178,0,2.11E-05,3.39E-05,0.319832549,0.783829148,2.792327228
-0.9,36,0.568878616,0.066148676,0,0.017794323,0,3.13E-06,6.05E-06,0.372893539,0.918234451,3.472644254
-0.8,36,0.62042317,0.072142229,0,0.021091697,0,4.56E-07,1.03E-06,0.425892799,1.051136789,4.169165025
-0.7,36,0.669768673,0.077880078,0,0.024505056,0,7.07E-08,1.81E-07,0.477372835,1.179434556,4.858012271
-0.6,36,0.715698451,0.08322075,0,0.027907053,0,1.14E-08,3.54E-08,0.525832367,1.299741113,5.515282457
-0.5,36,0.757013713,0.08802485,0,0.031152031,0,-5.08E-11,8.11E-09,0.569802683,1.408631549,6.117816896
-0.4,36,0.792584985,0.092161045,0,0.034085752,0,-4.63E-09,2.18E-09,0.607909892,1.502845692,6.644062111
-0.3,36,0.821403138,0.095511993,0,0.036557247,0,-8.77E-09,5.96E-10,0.638933505,1.579460579,7.074937199
-0.2,36,0.84262686,0.097979867,0,0.038431578,0,-1.26E-08,4.70E-11,0.661860351,1.636037661,7.39464226
-0.1,36,0.855623419,0.099491095,0,0.039601993,0,-1.53E-08,-1.84E-10,0.675930767,1.670743586,7.591352007
0,36,0.86,0.1,0,0.04,0,-1.62E-08,-2.53E-10,0.680674051,1.682440751,7.657747783
0.1,36,0.855623419,0.099491095,0,0.039601993,0,-1.53E-08,-1.84E-10,0.675930767,1.670743586,7.591352007
0.2,36,0.84262686,0.097979867,0,0.038431578,0,-1.26E-08,4.70E-11,0.661860351,1.636037661,7.39464226
0.3,36,0.821403138,0.095511993,0,0.036557247,0,-8.77E-09,5.96E-10,0.638933505,1.579460579,7.074937199
0.4,36,0.792584985,0.092161045,0,0.034085752,0,-4.63E-09,2.18E-09,0.607909892,1.502845692,6.644062111
0.5,36,0.757013713,0.08802485,0,0.031152031,0,-5.08E-11,8.11E-09,0.569802683,1.408631549,6.117816896
0.6,36,0.715698451,0.08322075,0,0.027907053,0,1.14E-08,3.54E-08,0.525832367,1.299741113,5.515282457
0.7,36,0.669768673,0.077880078,0,0.024505056,0,7.07E-08,1.81E-07,0.477372835,1.179434556,4.858012271
0.8,36,0.62042317,0.072142229,0,0.021091697,0,4.56E-07,1.03E-06,0.425892799,1.051136789,4.169165025
0.9,36,0.568878616,0.066148676,0,0.017794323,0,3.13E-06,6.05E-06,0.372893539,0.918234451,3.472644254
1,36,0.516320815,0.060037304,0,0.014715178,0,2.11E-05,3.39E-05,0.319832549,0.783829148,2.792327228
1.1,36,0.463861238,0.053937353,0,0.011927891,0,0.000127003,0.000169395,0.267980549,0.650450559,2.151487086
1.2,36,0.412500951,0.047965227,0,0.00947711,0,0.00063225,0.000710263,0.218086723,0.519884758,1.572474079
1.3,36,0.363103345,0.042221319,0,0.007380781,0,0.002437339,0.002361981,0.16990939,0.393737547,1.076329564
1.4,36,0.316376319,0.036787944,0,0.005634337,0,0.006900789,0.005943819,0.122786993,0.275630449,0.680826106
1.5,36,0.272863919,0.031728363,0,0.004215969,0,0.013969683,0.011048466,0.078683937,0.17358352,0.394723864
1.6,36,0.232946762,0.027086833,0,0.00309219,0,0.020648137,0.015458224,0.043404151,0.096974558,0.210515197
1.7,36,0.196850113,0.022889548,0,0.002223049,0,0.023872788,0.017320783,0.020836003,0.048501362,0.104981103
1.8,36,0.164658094,0.01914629,0,0.001566556,0,0.02348924,0.016768001,0.009060835,0.022289163,0.05006901
1.9,36,0.13633235,0.015852599,0,0.001082074,0,0.021041448,0.014902831,0.003722945,0.009693427,0.023322267
2,36,0.111733443,0.012992261,0,0.000732626,0,0.017890982,0.012624956,0.001489266,0.004086746,0.010776142
2.1,36,0.090643333,0.010539922,0,0.000486207,0,0.01476154,0.010399031,0.000590137,0.001697638,0.004988376
2.2,36,0.072787529,0.008463666,0,0.000316282,0,0.011945947,0.008409013,0.000233676,0.000701383,0.002326817
2.3,36,0.057855747,0.006727412,0,0.00020167,0,0.009529321,0.0067055,9.28E-05,0.000289535,0.001097027
2.4,36,0.045520232,0.00529305,0,0.000126044,0,0.007510028,0.005283706,3.70E-05,0.000119608,0.000523544
2.5,36,0.035451192,0.004122232,0,7.72E-05,0,0.005853388,0.004117849,1.48E-05,4.94E-05,0.000253008
2.6,36,0.02732912,0.003177805,0,4.64E-05,0,0.004514022,0.00317549,5.91E-06,2.04E-05,0.000123769
2.7,36,0.020853976,0.002424881,0,2.73E-05,0,0.003445124,0.002423505,2.36E-06,8.42E-06,6.13E-05
2.8,36,0.015751449,0.001831564,0,1.57E-05,0,0.002602401,0.001830668,9.39E-07,3.50E-06,3.08E-05
2.9,36,0.011776618,0.001369374,0,8.91E-06,0,0.001945772,0.001368755,3.88E-07,1.59E-06,1.65E-05
3,36,0.008715436,0.001013423,0,4.94E-06,0,0.001440013,0.001012977,2.04E-07,1.04E-06,1.18E-05
-3,42,0.008715436,0.001013423,0,4.94E-06,0,0.001066711,0.001012904,2.11E-07,1.11E-06,1.28E-05
-2.9,42,0.011776618,0.001369374,0,8.91E-06,0,0.001441357,0.001368655,4.03E-07,1.72E-06,1.82E-05
-2.8,42,0.015751449,0.001831564,0,1.57E-05,0,0.001927751,0.001830523,9.86E-07,3.81E-06,3.47E-05
-2.7,42,0.020853976,0.002424881,0,2.73E-05,0,0.002551961,0.002423276,2.51E-06,9.34E-06,7.08E-05
-2.6,42,0.02732912,0.003177805,0,4.64E-05,0,0.0033436,0.003175067,6.39E-06,2.32E-05,0.000147687
-2.5,42,0.035451192,0.004122232,0,7.72E-05,0,0.004335232,0.004116912,1.63E-05,5.76E-05,0.000312564
-2.4,42,0.045520232,0.00529305,0,0.000126044,0,0.00556076,0.005281272,4.19E-05,0.000143708,0.000671546
-2.3,42,0.057855747,0.006727412,0,0.00020167,0,0.007051417,0.006698549,0.000108098,0.000359677,0.001464809
-2.2,42,0.072787529,0.008463666,0,0.000316282,0,0.008825624,0.0083883,0.000281106,0.00090278,0.003241006
-2.1,42,0.090643333,0.010539922,0,0.000486207,0,0.010863008,0.010336798,0.000734895,0.002263559,0.007256142
-2,42,0.111733443,0.012992261,0,0.000732626,0,0.013039972,0.01244127,0.001918775,0.005619355,0.01635372
-1.9,42,0.13633235,0.015852599,0,0.001082074,0,0.014989389,0.014386756,0.00492969,0.013592868,0.036750947
-1.8,42,0.164658094,0.01914629,0,0.001566556,0,0.01589406,0.015454939,0.012118571,0.031262424,0.081067178
-1.7,42,0.196850113,0.022889548,0,0.002223049,0,0.014541431,0.014523045,0.027287716,0.066252729,0.171663422
-1.6,42,0.232946762,0.027086833,0,0.00309219,0,0.010437553,0.010958742,0.053586521,0.125489015,0.340150074
-1.5,42,0.272863919,0.031728363,0,0.004215969,0,0.005351164,0.006102262,0.089526678,0.209217123,0.617753564
-1.4,42,0.316376319,0.036787944,0,0.005634337,0,0.001866363,0.002400064,0.130198964,0.310397543,1.020913737
-1.3,42,0.363103345,0.042221319,0,0.007380781,0,0.000446747,0.000672046,0.17323522,0.421940043,1.546748217
-1.2,42,0.412500951,0.047965227,0,0.00947711,0,7.67E-05,0.000139346,0.219133698,0.540779931,2.180267104
-1.1,42,0.463861238,0.053937353,0,0.011927891,0,1.01E-05,2.26E-05,0.268230434,0.665805874,2.901555175
-1,42,0.516320815,0.060037304,0,0.014715178,0,1.11E-06,3.04E-06,0.319881362,0.795556614,3.688255558
-0.9,42,0.568878616,0.066148676,0,0.017794323,0,1.15E-07,3.68E-07,0.372901969,0.927673103,4.515926863
